Browse Link,Display ID,Ordering ID,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20190719_20200827_02_T2,LC08_L2SP_224078_20190719_20200827_02_T2,LC82240782019200LGN00,LC08_L2SP_224078_20190719_20200827_02_T2,LC08_L1GT_224078_20190719_20200827_02_T2,LC82240782019200LGN00,2019/07/19,T2,2,224,78,224,78,NADIR,0.0,2020/08/27,2020/08/27,2019-07-19 13:35:45.093315,2019-07-19 13:36:16.863314,LGN,DAY,100.0,100.0,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,33.55371836,37.04911987,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99276,-54.91992,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20190601_20200828_02_T2,LC08_L2SP_224078_20190601_20200828_02_T2,LC82240782019152LGN00,LC08_L2SP_224078_20190601_20200828_02_T2,LC08_L1GT_224078_20190601_20200828_02_T2,LC82240782019152LGN00,2019/06/01,T2,2,224,78,224,78,NADIR,0.0,2020/08/28,2020/08/28,2019-06-01 13:35:31.49308,2019-06-01 13:36:03.263079,LGN,DAY,83.3,83.3,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,33.60561615,34.33828768,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99267,-54.94976,-24.9446,-56.1224,-24.91315,-53.8153,-27.07088,-56.10645,-27.03633,-53.75753
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190414_20200829_02_T1,LC08_L2SP_224078_20190414_20200829_02_T1,LC82240782019104LGN00,LC08_L2SP_224078_20190414_20200829_02_T1,LC08_L1TP_224078_20190414_20200829_02_T1,LC82240782019104LGN00,2019/04/14,T1,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-04-14 13:35:15.58961,2019-04-14 13:35:47.359609,LGN,DAY,12.8,12.8,305,5,7.1129999999999995,4.9030000000000005,5.153,LPGS_15.3.1c,43.4119901,44.58742236,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99244,-54.918530000000004,-24.94441,-56.08971999999999,-24.91245,-53.782669999999996,-27.070659999999997,-56.07317,-27.035559999999997,-53.72432
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190430_20200828_02_T1,LC08_L2SP_224078_20190430_20200828_02_T1,LC82240782019120LGN00,LC08_L2SP_224078_20190430_20200828_02_T1,LC08_L1TP_224078_20190430_20200828_02_T1,LC82240782019120LGN00,2019/04/30,T1,2,224,78,224,78,NADIR,0.0,2020/08/28,2020/08/28,2019-04-30 13:35:12.735279,2019-04-30 13:35:44.505278,LGN,DAY,48.25,48.25,422,5,6.825,4.718,4.9319999999999995,LPGS_15.3.1c,39.63021192,39.41632318,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99271,-54.93703000000001,-24.94453,-56.110519999999994,-24.91283,-53.80047,-27.0708,-56.09435,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190516_20200828_02_T1,LC08_L2SP_224078_20190516_20200828_02_T1,LC82240782019136LGN00,LC08_L2SP_224078_20190516_20200828_02_T1,LC08_L1TP_224078_20190516_20200828_02_T1,LC82240782019136LGN00,2019/05/16,T1,2,224,78,224,78,NADIR,0.0,2020/08/28,2020/08/28,2019-05-16 13:35:22.78062,2019-05-16 13:35:54.550619,LGN,DAY,4.14,4.14,538,5,6.3229999999999995,4.587,4.351,LPGS_15.3.1c,36.23043211,36.01464866,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99267,-54.94497,-24.944570000000002,-56.11646,-24.91302,-53.809369999999994,-27.070840000000004,-56.1004,-27.03619,-53.751490000000004
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190124_20200829_02_T1,LC08_L2SP_224078_20190124_20200829_02_T1,LC82240782019024LGN00,LC08_L2SP_224078_20190124_20200829_02_T1,LC08_L1TP_224078_20190124_20200829_02_T1,LC82240782019024LGN00,2019/01/24,T1,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-01-24 13:35:35.228205,2019-01-24 13:36:06.998204,LGN,DAY,47.41,47.41,239,5,7.647,4.492,6.189,LPGS_15.3.1c,58.02395603,84.8087337,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9926,-54.90115,-24.94432,-56.07486,-24.91207,-53.764880000000005,-27.070559999999997,-56.05805,-27.035140000000002,-53.7062
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190820_20200827_02_T1,LC08_L2SP_224078_20190820_20200827_02_T1,LC82240782019232LGN00,LC08_L2SP_224078_20190820_20200827_02_T1,LC08_L1TP_224078_20190820_20200827_02_T1,LC82240782019232LGN00,2019/08/20,T1,2,224,78,224,78,NADIR,0.0,2020/08/27,2020/08/27,2019-08-20 13:35:57.149663,2019-08-20 13:36:28.919662,LGN,DAY,1.02,1.02,505,5,6.709,4.4319999999999995,5.037,LPGS_15.3.1c,40.71767756,42.65359512,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992910000000002,-54.922380000000004,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20191108_20200825_02_T1,LC08_L2SP_224078_20191108_20200825_02_T1,LC82240782019312LGN00,LC08_L2SP_224078_20191108_20200825_02_T1,LC08_L1TP_224078_20191108_20200825_02_T1,LC82240782019312LGN00,2019/11/08,T1,2,224,78,224,78,NADIR,0.0,2020/08/25,2020/08/25,2019-11-08 13:36:09.897967,2019-11-08 13:36:41.667966,LGN,DAY,71.17,71.17,104,5,9.161,6.489,6.466,LPGS_15.3.1c,63.4280542,74.62309401,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99244,-54.923280000000005,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190804_20200827_02_T1,LC08_L2SP_224078_20190804_20200827_02_T1,LC82240782019216LGN00,LC08_L2SP_224078_20190804_20200827_02_T1,LC08_L1TP_224078_20190804_20200827_02_T1,LC82240782019216LGN00,2019/08/04,T1,2,224,78,224,78,NADIR,0.0,2020/08/27,2020/08/27,2019-08-04 13:35:52.099858,2019-08-04 13:36:23.869857,LGN,DAY,0.0,0.0,547,5,6.364,4.322,4.671,LPGS_15.3.1c,36.50975534,39.58386383,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99249,-54.9237,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190703_20200827_02_T1,LC08_L2SP_224078_20190703_20200827_02_T1,LC82240782019184LGN00,LC08_L2SP_224078_20190703_20200827_02_T1,LC08_L1TP_224078_20190703_20200827_02_T1,LC82240782019184LGN00,2019/07/03,T1,2,224,78,224,78,NADIR,0.0,2020/08/27,2020/08/27,2019-07-03 13:35:42.359749,2019-07-03 13:36:14.129748,LGN,DAY,87.18,87.18,96,5,7.03,4.921,5.02,LPGS_15.3.1c,32.0734696,35.16148444,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99263,-54.93614,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190209_20200829_02_T1,LC08_L2SP_224078_20190209_20200829_02_T1,LC82240782019040LGN00,LC08_L2SP_224078_20190209_20200829_02_T1,LC08_L1TP_224078_20190209_20200829_02_T1,LC82240782019040LGN00,2019/02/09,T1,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-02-09 13:35:32.966599,2019-02-09 13:36:04.736598,LGN,DAY,0.02,0.02,514,5,7.763999999999999,4.812,6.093,LPGS_15.3.1c,55.84754013,77.44027543,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99258,-54.90195,-24.94432,-56.07486,-24.912129999999998,-53.76784,-27.070559999999997,-56.05805,-27.03521,-53.709219999999995
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190329_20200829_02_T1,LC08_L2SP_224078_20190329_20200829_02_T1,LC82240782019088LGN00,LC08_L2SP_224078_20190329_20200829_02_T1,LC08_L1TP_224078_20190329_20200829_02_T1,LC82240782019088LGN00,2019/03/29,T1,2,224,78,224,78,NADIR,0.0,2020/08/29,2020/08/29,2019-03-29 13:35:20.722343,2019-03-29 13:35:52.492341,LGN,DAY,0.21,0.21,542,5,7.03,4.946000000000001,4.996,LPGS_15.3.1c,47.14937562,51.49347263,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99246,-54.910230000000006,-24.944370000000003,-56.083780000000004,-24.91232,-53.776740000000004,-27.07062,-56.067119999999996,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20190921_20200826_02_T1,LC08_L2SP_224078_20190921_20200826_02_T1,LC82240782019264LGN00,LC08_L2SP_224078_20190921_20200826_02_T1,LC08_L1TP_224078_20190921_20200826_02_T1,LC82240782019264LGN00,2019/09/21,T1,2,224,78,224,78,NADIR,0.0,2020/08/26,2020/08/26,2019-09-21 13:36:06.272678,2019-09-21 13:36:38.042677,LGN,DAY,0.0,0.0,546,5,7.287000000000001,4.711,5.559,LPGS_15.3.1c,51.25772547,51.02797251,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99259,-54.92665,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210403_20210409_02_T1,LC08_L2SP_224078_20210403_20210409_02_T1,LC82240782021093LGN00,LC08_L2SP_224078_20210403_20210409_02_T1,LC08_L1TP_224078_20210403_20210409_02_T1,LC82240782021093LGN00,2021/04/03,T1,2,224,78,224,78,NADIR,0.0,2021/04/09,2021/04/09,2021-04-03 13:35:33.353873,2021-04-03 13:36:05.123872,LGN,DAY,10.74,10.74,428,5,7.358,5.343,5.059,LPGS_15.4.0,45.93121023,48.8688316,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99243,-54.91437,-24.94439,-56.08675,-24.91239,-53.779709999999994,-27.07064,-56.07015,-27.035490000000003,-53.7213
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210318_20210328_02_T1,LC08_L2SP_224078_20210318_20210328_02_T1,LC82240782021077LGN00,LC08_L2SP_224078_20210318_20210328_02_T1,LC08_L1TP_224078_20210318_20210328_02_T1,LC82240782021077LGN00,2021/03/18,T1,2,224,78,224,78,NADIR,0.0,2021/03/28,2021/03/28,2021-03-18 13:35:36.74846,2021-03-18 13:36:08.518459,LGN,DAY,14.53,14.53,265,5,8.131,5.602,5.894,LPGS_15.4.0,49.4634822,56.73662317,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99261,-54.89539,-24.94428,-56.06892,-24.912,-53.76191,-27.070520000000002,-56.052,-27.03507,-53.70318
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210113_20210308_02_T1,LC08_L2SP_224078_20210113_20210308_02_T1,LC82240782021013LGN00,LC08_L2SP_224078_20210113_20210308_02_T1,LC08_L1TP_224078_20210113_20210308_02_T1,LC82240782021013LGN00,2021/01/13,T1,2,224,78,224,78,NADIR,0.0,2021/03/08,2021/03/08,2021-01-13 13:35:58.92294,2021-01-13 13:36:30.692939,LGN,DAY,51.84,51.84,158,5,8.576,5.654,6.449,LPGS_15.4.0,59.47124231,88.36909632,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99251,-54.90511,-24.944329999999997,-56.077830000000006,-24.91219,-53.77081,-27.07058,-56.061069999999994,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20210129_20210302_02_T2,LC08_L2SP_224078_20210129_20210302_02_T2,LC82240782021029LGN00,LC08_L2SP_224078_20210129_20210302_02_T2,LC08_L1GT_224078_20210129_20210302_02_T2,LC82240782021029LGN00,2021/01/29,T2,2,224,78,224,78,NADIR,0.0,2021/03/02,2021/03/02,2021-01-29 13:35:55.693083,2021-01-29 13:36:27.463083,LGN,DAY,69.45,69.45,-1,5,0.0,0.0,0.0,LPGS_15.4.0,57.3691675,82.43486412,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99251,-54.905280000000005,-24.944329999999997,-56.077830000000006,-24.91219,-53.77081,-27.07058,-56.061069999999994,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210910_20210916_02_T1,LC08_L2SP_224078_20210910_20210916_02_T1,LC82240782021253LGN00,LC08_L2SP_224078_20210910_20210916_02_T1,LC08_L1TP_224078_20210910_20210916_02_T1,LC82240782021253LGN00,2021/09/10,T1,2,224,78,224,78,NADIR,0.0,2021/09/16,2021/09/16,2021-09-10 13:36:03.850717,2021-09-10 13:36:35.620717,LGN,DAY,1.45,1.45,433,5,7.6579999999999995,5.462000000000001,5.369,LPGS_15.5.0,47.66428513,47.84877428,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992910000000002,-54.92873,-24.94448,-56.1016,-24.91271,-53.794540000000005,-27.07074,-56.085280000000004,-27.035840000000004,-53.73639
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20210622_20210630_02_T2,LC08_L2SP_224078_20210622_20210630_02_T2,LC82240782021173LGN00,LC08_L2SP_224078_20210622_20210630_02_T2,LC08_L1GT_224078_20210622_20210630_02_T2,LC82240782021173LGN00,2021/06/22,T2,2,224,78,224,78,NADIR,0.0,2021/06/30,2021/06/30,2021-06-22 13:35:39.738808,2021-06-22 13:36:11.508808,LGN,DAY,93.24,93.24,-1,5,0.0,0.0,0.0,LPGS_15.5.0,31.93588305,34.38821239,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992739999999998,-54.95236,-24.94462,-56.12537,-24.913220000000003,-53.81827,-27.0709,-56.109480000000005,-27.0364,-53.76055
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20211012_20211019_02_T1,LC08_L2SP_224078_20211012_20211019_02_T1,LC82240782021285LGN00,LC08_L2SP_224078_20211012_20211019_02_T1,LC08_L1TP_224078_20211012_20211019_02_T1,LC82240782021285LGN00,2021/10/12,T1,2,224,78,224,78,NADIR,0.0,2021/10/19,2021/10/19,2021-10-12 13:36:12.466373,2021-10-12 13:36:44.236373,LGN,DAY,6.74,6.74,355,5,7.864,5.27,5.837000000000001,LPGS_15.5.0,58.08445632,59.72101323,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992810000000002,-54.94158,-24.94455,-56.113490000000006,-24.91296,-53.8064,-27.07082,-56.09738,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20211207_20220120_02_T1,LC09_L2SP_224078_20211207_20220120_02_T1,LC92240782021341LGN01,LC09_L2SP_224078_20211207_20220120_02_T1,LC09_L1TP_224078_20211207_20220120_02_T1,LC92240782021341LGN01,2021/12/07,T1,2,224,78,224,78,NADIR,0.0,2022/01/20,2022/01/20,2021-12-07 13:36:10.066473,2021-12-07 13:36:41.836441,LGN,DAY,0.06,0.06,437,5,8.059,5.3420000000000005,6.034,LPGS_15.6.0,63.65358865,88.94097371,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99263,-54.95941,-24.94466,-56.131319999999995,-24.913339999999998,-53.8242,-27.07093,-56.11553000000001,-27.036540000000002,-53.76659
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20211129_20211208_02_T1,LC08_L2SP_224078_20211129_20211208_02_T1,LC82240782021333LGN00,LC08_L2SP_224078_20211129_20211208_02_T1,LC08_L1TP_224078_20211129_20211208_02_T1,LC82240782021333LGN00,2021/11/29,T1,2,224,78,224,78,NADIR,0.0,2021/12/08,2021/12/08,2021-11-29 13:36:09.253726,2021-11-29 13:36:41.023725,LGN,DAY,1.0,1.0,417,5,8.036,5.162999999999999,6.1579999999999995,LPGS_15.5.0,64.1271762,86.09094683,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99271,-54.924459999999996,-24.94446,-56.09863000000001,-24.91258,-53.78861,-27.07072,-56.08225,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210708_20210713_02_T1,LC08_L2SP_224078_20210708_20210713_02_T1,LC82240782021189LGN00,LC08_L2SP_224078_20210708_20210713_02_T1,LC08_L1TP_224078_20210708_20210713_02_T1,LC82240782021189LGN00,2021/07/08,T1,2,224,78,224,78,NADIR,0.0,2021/07/13,2021/07/13,2021-07-08 13:35:42.008843,2021-07-08 13:36:13.778843,LGN,DAY,0.0,0.0,552,5,6.904,4.88,4.883,LPGS_15.5.0,32.40549507,35.72988968,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992620000000002,-54.93271,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210302_20210312_02_T1,LC08_L2SP_224078_20210302_20210312_02_T1,LC82240782021061LGN00,LC08_L2SP_224078_20210302_20210312_02_T1,LC08_L1TP_224078_20210302_20210312_02_T1,LC82240782021061LGN00,2021/03/02,T1,2,224,78,224,78,NADIR,0.0,2021/03/12,2021/03/12,2021-03-02 13:35:45.990518,2021-03-02 13:36:17.760517,LGN,DAY,16.83,16.83,301,5,8.104,5.472,5.978,LPGS_15.4.0,52.53351048,65.56235541,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99246,-54.90576,-24.944329999999997,-56.077830000000006,-24.91219,-53.77081,-27.07058,-56.061069999999994,-27.03528,-53.71224
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20211231_20220105_02_T1,LC08_L2SP_224078_20211231_20220106_02_T1,LC82240782021365LGN00,LC08_L2SP_224078_20211231_20220106_02_T1,LC08_L1TP_224078_20211231_20220105_02_T1,LC82240782021365LGN00,2021/12/31,T1,2,224,78,224,78,NADIR,0.0,2022/01/06,2022/01/05,2021-12-31 13:36:02.388438,2021-12-31 13:36:34.158437,LGN,DAY,2.22,2.22,386,5,7.959,5.046,6.155,LPGS_15.5.0,61.16263992,91.01677462,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992520000000003,-54.9096,-24.944370000000003,-56.083780000000004,-24.91226,-53.77378,-27.07062,-56.067119999999996,-27.03535,-53.71526
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20211223_20220121_02_T1,LC09_L2SP_224078_20211223_20220121_02_T1,LC92240782021357LGN01,LC09_L2SP_224078_20211223_20220121_02_T1,LC09_L1TP_224078_20211223_20220121_02_T1,LC92240782021357LGN01,2021/12/23,T1,2,224,78,224,78,NADIR,0.0,2022/01/21,2022/01/21,2021-12-23 13:36:04.946181,2021-12-23 13:36:36.716148,LGN,DAY,2.53,2.53,436,5,8.18,5.0569999999999995,6.43,LPGS_15.6.0,62.10448209,91.38776241,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.9928,-54.9368,-24.94453,-56.110519999999994,-24.9129,-53.80344,-27.0708,-56.09435,-27.03605,-53.74545
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20210606_20210615_02_T2,LC08_L2SP_224078_20210606_20210615_02_T2,LC82240782021157LGN00,LC08_L2SP_224078_20210606_20210615_02_T2,LC08_L1GT_224078_20210606_20210615_02_T2,LC82240782021157LGN00,2021/06/06,T2,2,224,78,224,78,NADIR,0.0,2021/06/15,2021/06/15,2021-06-06 13:35:34.636338,2021-06-06 13:36:06.406337,LGN,DAY,99.99,99.99,-1,5,0.0,0.0,0.0,LPGS_15.5.0,32.94744187,34.12435833,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99247,-54.960809999999995,-24.944670000000002,-56.13429,-24.913339999999998,-53.8242,-27.07095,-56.11855,-27.036540000000002,-53.76659
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20211103_20220118_02_T1,LC09_L2SP_224078_20211103_20220118_02_T1,LC92240782021307LGN01,LC09_L2SP_224078_20211103_20220118_02_T1,LC09_L1TP_224078_20211103_20220118_02_T1,LC92240782021307LGN01,2021/11/03,T1,2,224,78,224,78,NADIR,0.0,2022/01/18,2022/01/18,2021-11-03 13:35:12.533111,2021-11-03 13:35:44.303079,LGN,DAY,3.26,3.26,352,5,7.999,5.534,5.776,LPGS_15.6.0,62.70416601,72.09883484,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99265,-54.87055,-24.94405,-56.033269999999995,-24.91168,-53.747080000000004,-27.07027,-56.0157,-27.034709999999997,-53.68808000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20211028_20211108_02_T1,LC08_L2SP_224078_20211028_20211108_02_T1,LC82240782021301LGN00,LC08_L2SP_224078_20211028_20211108_02_T1,LC08_L1TP_224078_20211028_20211108_02_T1,LC82240782021301LGN00,2021/10/28,T1,2,224,78,224,78,NADIR,0.0,2021/11/08,2021/11/08,2021-10-28 13:36:13.513687,2021-10-28 13:36:45.283687,LGN,DAY,4.09,4.09,362,5,8.072000000000001,5.506,5.902,LPGS_15.5.0,61.87427002,68.33826236,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99284,-54.9409,-24.94455,-56.113490000000006,-24.91296,-53.8064,-27.07082,-56.09738,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20210521_20210529_02_T1,LC08_L2SP_224078_20210521_20210529_02_T1,LC82240782021141LGN00,LC08_L2SP_224078_20210521_20210529_02_T1,LC08_L1TP_224078_20210521_20210529_02_T1,LC82240782021141LGN00,2021/05/21,T1,2,224,78,224,78,NADIR,0.0,2021/05/29,2021/05/29,2021-05-21 13:35:26.710944,2021-05-21 13:35:58.480944,LGN,DAY,57.58,57.58,167,5,7.398,5.189,5.273,LPGS_15.5.0,35.21314189,35.25719169,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992720000000002,-54.959030000000006,-24.94466,-56.131319999999995,-24.913339999999998,-53.8242,-27.07093,-56.11553000000001,-27.036540000000002,-53.76659
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20210825_20210901_02_T2,LC08_L2SP_224078_20210825_20210901_02_T2,LC82240782021237LGN00,LC08_L2SP_224078_20210825_20210901_02_T2,LC08_L1GT_224078_20210825_20210901_02_T2,LC82240782021237LGN00,2021/08/25,T2,2,224,78,224,78,NADIR,0.0,2021/09/01,2021/09/01,2021-08-25 13:35:59.073575,2021-08-25 13:36:30.843575,LGN,DAY,89.05,89.05,-1,5,0.0,0.0,0.0,LPGS_15.5.0,42.39032553,43.85462511,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9927,-54.927530000000004,-24.94448,-56.1016,-24.91264,-53.79156999999999,-27.07074,-56.085280000000004,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20211113_20211125_02_T1,LC08_L2SP_224078_20211113_20211125_02_T1,LC82240782021317LGN00,LC08_L2SP_224078_20211113_20211125_02_T1,LC08_L1TP_224078_20211113_20211125_02_T1,LC82240782021317LGN00,2021/11/13,T1,2,224,78,224,78,NADIR,0.0,2021/11/25,2021/11/25,2021-11-13 13:36:09.280571,2021-11-13 13:36:41.05057,LGN,DAY,1.12,1.12,482,5,7.928,5.033,6.126,LPGS_15.5.0,63.9136762,77.90744168,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992539999999998,-54.92239,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
